cob_urb,precip,elev,hund,pob,viv_s_a,ocupantes,ingreso
100,#N/D,2237,5.281,7,0,2.3333,0
88.61,#N/D,2229,6.976,5980,192,3.5427,0.741674554151339
100,#N/D,2239,2.5,5644,114,4.0286,0.622721118093621
40.4,#N/D,2236,0.394,11046,799,3.7687,0.561943651835013
52.11,#N/D,2250,0.304,4382,132,3.7073,0.677902215582097
51.67,#N/D,2246,0.582,6430,153,3.8526,0.686283586867917
100,#N/D,2236,1.99,2453,107,3.2926,0.864108793544474
100,#N/D,2237,3.231,2376,145,2.7725,0.896448927420644
100,#N/D,2237,2.178,4750,214,3.1127,0.840557013398248
16.22,#N/D,2229,3.859,784,14,3.6129,0.692426822776727
25,#N/D,2240,0.076,1126,21,3.9509,0.700294306518705
72.55,#N/D,2238,0.481,4384,184,3.4304,0.75073783828558
19.75,#N/D,2219,3.061,6576,192,3.7642,0.697803941278662
100,#N/D,2260,0.166,6565,124,3.7882,0.701362944080871
100,#N/D,2245,0.435,551,12,3.3193,0.73658528761775
61.04,#N/D,2245,0.069,6322,144,3.6522,0.710661848367333
73.17,#N/D,2232,5.955,5295,230,3.6822,0.635639332847517
100,#N/D,2239,3.365,3365,76,3.6497,0.738876349436763
100,#N/D,2239,2.536,3047,51,3.8183,0.704789714374493
100,#N/D,2240,2.543,265,6,3.1928,0.739167222338686
19.7,#N/D,2343,0.07,9076,36,21.058,0.689507574170485
0,#N/D,2364,0,5232,201,3.8987,0.683904398107541
0,#N/D,2449,0,3038,150,3.5825,0.758795347428208
0,#N/D,2465,0,3412,95,3.6886,0.718176343302492
0,#N/D,2520,0,3479,237,3.5903,0.515322661867048
67.39,#N/D,2231,8.251,4834,144,3.8335,0.644782862814189
89.13,#N/D,2243,0.39,10336,524,3.6178,0.634423100152579
3.85,#N/D,2229,10.541,631,82,4.0449,0.508001496305841
4.17,#N/D,2229,6.128,532,31,3.4771,0.621778955158571
8,#N/D,2225,6.79,567,27,4.3615,0.456371067144498
0,#N/D,2280,0,2379,215,3.8064,0.567165741554843
7.58,#N/D,2249,0,7173,377,3.8963,0.664145583949108
1.72,#N/D,2270,0,3948,269,3.4876,0.619843469795462
0,#N/D,2308,0,1052,71,3.7173,0.656931164058439
0,#N/D,2411,0,2017,70,3.9089,0.714200198400306
0,#N/D,2425,0,409,0,3.2984,0.394321847722762
0,#N/D,2375,0,3449,959,3.5667,0.646022681603064
10.17,#N/D,2279,0.016,2799,131,3.4344,0.642890756646844
5.88,#N/D,2366,0,565,75,3.8176,0.720337522393536
0.75,#N/D,2377,0,825,90,3.3537,0.667705224182195
0,#N/D,2498,0,1816,431,3.9054,0.417921314188723
93.75,#N/D,2326,0,1645,141,3.7557,0.561682231511108
83.33,#N/D,2337,0.09,1688,283,3.7018,0.648389704145239
0,#N/D,2540,0,726,88,3.3611,0.559349945888679
0,#N/D,2401,0,631,136,3.2865,0.484804534628868
26.14,#N/D,2261,0.268,2065,67,3.536,0.801860964813369
79.55,#N/D,2227,6.659,5905,185,3.6929,0.718282192701318
37.31,#N/D,2244,0.373,7975,427,3.7796,0.662165270008082
76,#N/D,2232,6.004,1883,69,3.0668,0.811598885539234
91.67,#N/D,2233,7.465,4528,108,3.6253,0.71284171772628
100,#N/D,2234,3.318,4161,199,3.0868,0.864598189579629
100,#N/D,2236,1.828,3953,108,3.2112,0.832085888855456
88.24,#N/D,2228,9.476,3047,83,4.3905,0.671981086822792
19.05,#N/D,2228,8.064,2439,84,4.1269,0.647632814181509
10.26,#N/D,2227,8.08,4080,135,3.9497,0.572751992817668
100,#N/D,2229,10.218,2803,57,4.2729,0.693588380415355
100,#N/D,2230,9.552,2489,58,3.9321,0.751840362012784
16.42,#N/D,2226,12.539,3649,423,3.649,0.629527151096599
15.97,#N/D,2226,11.109,5689,354,4.1495,0.583667301545267
25.25,#N/D,2239,0.309,6871,439,3.8407,0.622014464664529
14.22,#N/D,2240,0.069,10377,1177,3.8292,0.533818202310303
93.88,#N/D,2354,0,5365,156,3.8321,0.701022377013908
32.91,#N/D,2325,0,5903,176,3.7647,0.661981858160713
100,#N/D,2256,0.273,9261,313,3.7815,0.672463988765743
100,#N/D,2275,0.07,616,15,3.645,0.700201740080248
89.29,#N/D,2234,5.773,7274,212,3.6645,0.648386963915121
97.67,#N/D,2233,4.947,6615,284,3.6346,0.676081667982813
96.3,#N/D,2232,5.033,4372,121,3.405,0.782164685762764
0,#N/D,2229,7.222,52,5,2.08,0.818944190778542
0,#N/D,2229,11.616,2804,174,3.3581,0.840558515748488
32.81,#N/D,2227,6.38,6,0,3,0
0,#N/D,2277,0.072,1007,182,3.5583,0.495751979402869
0,#N/D,2326,0,1036,48,3.5358,0.630993813700204
91.43,#N/D,2236,4.077,4300,127,3.7522,0.705238197162388
100,#N/D,2263,0.424,7854,341,3.8576,0.62655628167186
94.87,#N/D,2257,0.987,5848,133,3.442,0.792010123151159
100,#N/D,2248,0.478,1577,149,2.1398,0.876786843603358
36.49,#N/D,2230,3.999,5983,138,3.6638,0.651693965390026
34.21,#N/D,2237,3.333,4244,88,3.9187,0.709535808599898
0,#N/D,2231,8.284,1774,82,3.1849,0.925073877262635
0,#N/D,2231,11.161,1492,100,3.2936,0.837440641499531
0,#N/D,2226,12.032,2794,127,3.7453,0.565343959019495
0,#N/D,2232,9.211,1810,59,3.6566,0.572402002411306
0,#N/D,2271,0,662,51,4.0864,0.696247960599731
0,#N/D,2341,0,1704,127,3.9083,0.578553193995022
0,#N/D,2390,0,3470,1002,3.4187,0.353306840426169
0,#N/D,2335,0,1437,219,3.3575,0.554955736323268
8.47,#N/D,2375,0,1634,351,3.6637,0.527212024527391
0,#N/D,2566,0,1146,319,3.5925,0.646149713565007
0,#N/D,2226,7.876,421,45,3.9346,0.374030953853787
78.95,#N/D,2372,0.028,1447,355,3.8079,0.519821748518815
0,#N/D,2361,0,434,46,3.4444,0.737658991869902
0,#N/D,2371,0,323,14,4.0375,0.65272845412872
0,#N/D,2347,0,847,113,3.4016,0.650498512506724
86.27,#N/D,2358,0.06,1813,492,3.5479,0.433324995208357
100,#N/D,2372,0.012,223,0,3.4844,0.634064228178794
0,#N/D,2286,0,44,0,3.1429,0
100,#N/D,2229,4.995,3900,474,2.1058,0.798883758974358
100,#N/D,2227,9.129,3886,391,2.198,0.820472505056643
100,#N/D,2227,9.69,5102,408,2.2828,0.860218820443211
100,#N/D,2233,2.528,3611,462,2.3463,0.734435012430665
100,#N/D,2230,3.201,4632,550,2.265,0.780268709485374
100,#N/D,2229,4.093,3835,414,2.2401,0.801379897385703
100,#N/D,2227,7.308,6000,364,2.46,0.817247449077095
100,#N/D,2229,4.726,4563,469,2.2379,0.817160395862424
100,#N/D,2227,7.666,5558,381,2.3314,0.830497563065736
100,#N/D,2228,6.81,1613,224,1.9528,0.785807964006794
100,#N/D,2226,8.497,4686,296,2.3407,0.844199558311471
100,#N/D,2228,7.313,4639,618,2.2346,0.750772747711602
100,#N/D,2228,6.911,4362,476,2.2814,0.780592252831395
100,#N/D,2227,6.674,3456,459,2.1957,0.789161623684418
100,#N/D,2227,7.549,2950,194,2.8669,0.763659562091857
100,#N/D,2229,6.465,1633,136,2.6467,0.773973567103364
100,#N/D,2229,6.52,1913,147,2.5609,0.788312521074153
100,#N/D,2256,0,5804,563,2.2238,0.868683372313003
100,#N/D,2257,0.748,3691,310,2.0415,0.89114981711426
100,#N/D,2241,1.14,4155,539,1.8574,0.885086944635509
100,#N/D,2238,1.28,2355,384,1.7535,0.892544419336125
100,#N/D,2237,1.476,1234,161,1.9311,0.825332548706418
100,#N/D,2236,1.933,6271,630,2.0786,0.875223666274573
100,#N/D,2232,2.349,3757,448,2.1932,0.808776443224418
100,#N/D,2232,2.331,7303,673,2.4071,0.774872245606714
100,#N/D,2230,3.341,7686,674,2.3102,0.814732575016148
100,#N/D,2229,4.256,4216,327,2.4091,0.829541955923072
100,#N/D,2229,4.957,2997,274,2.6711,0.729403568598106
100,#N/D,2228,4.497,1750,163,2.684,0.705204660791081
100,#N/D,2229,5.967,3827,398,2.4054,0.768007428852306
100,#N/D,2230,7.308,2192,148,2.6896,0.807964870850825
100,#N/D,2229,6.886,1825,132,2.7444,0.813533983592443
100,#N/D,2229,6.546,2805,204,2.6537,0.771720075297299
100,#N/D,2267,0,4151,464,1.958,0.880446378202218
100,#N/D,2260,0.062,3156,287,2.1587,0.887840493516165
100,#N/D,2262,0.18,1600,126,2.2284,0.884640883684332
100,#N/D,2258,0.625,2011,261,1.9543,0.88076245412222
100,#N/D,2249,1.117,3275,372,1.9367,0.892919925884513
100,#N/D,2243,1.191,3427,304,2.2311,0.885074609518127
100,#N/D,2237,1.398,5022,416,2.2084,0.898695901863669
100,#N/D,2234,1.577,2771,242,2.1888,0.915036223967637
100,#N/D,2230,2.016,4999,446,2.3111,0.86025139908954
100,#N/D,2228,3.284,4973,435,2.433,0.813797107024503
100,#N/D,2229,2.252,3967,374,2.4488,0.800387754060917
100,#N/D,2228,2.424,1849,174,2.3705,0.805612496659234
100,#N/D,2228,2.517,6831,596,2.5787,0.750880071271934
100,#N/D,2228,3.25,1954,135,2.836,0.786124453485616
100,#N/D,2228,3.909,6324,573,2.5175,0.779589203093658
100,#N/D,2227,4.209,2442,243,2.4035,0.804284493082617
100,#N/D,2227,3.02,2675,207,2.493,0.842891563714057
100,#N/D,2228,5.066,2978,181,2.9167,0.755828628908644
100,#N/D,2227,4.628,3194,191,2.7229,0.774599728791435
100,#N/D,2227,4.263,2766,171,2.8783,0.751960492412604
100,#N/D,2266,0.065,4386,395,2.1302,0.858631824116822
100,#N/D,2263,0.226,1637,142,2.3056,0.856747207682784
100,#N/D,2262,0.277,3293,285,2.2116,0.87757583833826
100,#N/D,2256,0.372,4959,740,1.761,0.848298709454264
100,#N/D,2252,0.619,555,41,2.734,0.906893891998458
100,#N/D,2248,0.845,2754,208,2.2931,0.875572465119357
100,#N/D,2241,1.081,4006,393,2.2544,0.849897712272109
100,#N/D,2234,1.379,4894,341,2.2752,0.85953309624471
100,#N/D,2229,1.319,5116,406,2.5042,0.820327802863493
100,#N/D,2228,1.786,6654,577,2.5243,0.783506385910195
100,#N/D,2228,2.269,4794,267,2.7394,0.795312905524561
100,#N/D,2228,2.553,6207,463,2.6223,0.796866536368425
100,#N/D,2227,3.381,2781,288,2.542,0.781766272463789
100,#N/D,2228,2.794,5033,397,2.5394,0.831782852484852
100,#N/D,2275,0,3982,334,2.5941,0.769698879539413
100,#N/D,2269,0,1722,282,2.0923,0.764471698448503
100,#N/D,2265,0.134,4438,484,2.3309,0.803407219208848
100,#N/D,2259,0.232,1254,137,2.3931,0.818025500535452
100,#N/D,2252,0.771,4042,305,2.2282,0.887923193691376
100,#N/D,2253,0.402,5019,596,2.0808,0.797139449345749
100,#N/D,2244,0.854,3657,315,2.3087,0.863204876959965
100,#N/D,2240,1.01,5165,494,2.3758,0.812990727276973
100,#N/D,2234,1.004,3158,305,2.3051,0.802043356235678
100,#N/D,2231,1.452,6958,506,2.5847,0.80055992527585
100,#N/D,2232,1.785,2797,177,2.5779,0.796347947016633
100,#N/D,2269,0,3705,378,2.1936,0.865986249145101
100,#N/D,2251,0.145,4885,532,2.1769,0.839961769246969
100,#N/D,2244,0.41,5918,538,2.1646,0.885881105338253
100,#N/D,2238,0.739,269,42,2.2417,0.679245599270307
100,#N/D,2240,0.933,2850,208,2.5446,0.819178978586325
100,#N/D,2241,1.07,4362,370,2.2742,0.833175603218468
100,#N/D,2236,1.292,5096,442,2.5116,0.771249116828831
100,#N/D,2238,1.483,6356,567,2.3214,0.820533371356419
100,#N/D,2233,2.116,4718,240,2.5627,0.842810964516209
100,#N/D,2278,0,2992,267,2.1952,0.848795788104267
100,#N/D,2270,0.006,1488,112,2.3884,0.876801219427079
100,#N/D,2277,0,2434,259,2.0454,0.911844605828244
100,#N/D,2270,0,2036,322,1.8748,0.892295938004611
100,#N/D,2266,0,3294,311,2.1771,0.86056185070006
100,#N/D,2262,0.111,2881,279,2.2685,0.840329007696047
100,#N/D,2255,0.261,3014,310,2.1936,0.838349853516635
100,#N/D,2245,0.633,2695,159,2.9583,0.79868213765411
100,#N/D,2252,0.416,613,29,3.0049,0.813773802195013
100,#N/D,2254,1.052,3255,150,2.565,0.88685913375967
100,#N/D,2253,1.131,5026,338,2.4931,0.855282767704519
100,#N/D,2247,1.095,5125,387,2.4016,0.834086645570801
100,#N/D,2248,1.406,6181,370,2.4744,0.867137600116681
100,#N/D,2249,1.192,4402,362,2.4578,0.824221127665974
100,#N/D,2248,1.757,4011,226,2.496,0.856381414635025
100,#N/D,2231,5.837,3803,182,3.0351,0.742841904455351
100,#N/D,2230,7.294,4752,207,2.9719,0.781197630137448
100,#N/D,2229,8.257,2440,161,2.795,0.697542646147377
100,#N/D,2232,1.618,3035,213,2.7947,0.740820390617079
100,#N/D,2232,2.204,7,0,3.5,0
100,#N/D,2231,2.802,1473,102,2.5266,0.816568947908698
100,#N/D,2230,3.785,6546,524,2.5294,0.746957005760451
100,#N/D,2230,5.034,7091,377,3.067,0.722653732528614
100,#N/D,2231,6.403,3804,213,2.8884,0.718203770510822
100,#N/D,2230,7.326,3550,216,2.9146,0.73765997148127
100,#N/D,2229,8.068,2498,155,2.9114,0.713722564548944
100,#N/D,2228,9.501,7162,444,2.9546,0.722789039736709
100,#N/D,2229,7.434,3119,198,2.8588,0.679086288003338
100,#N/D,2230,6.977,1297,97,2.9081,0.710248056537587
100,#N/D,2229,8.398,1696,135,2.8746,0.736488854835139
100,#N/D,2228,10.15,4823,389,2.7943,0.755816612694575
100,#N/D,2233,1.804,5398,283,2.953,0.790300534326552
100,#N/D,2231,2.608,6000,201,3.1746,0.761797643185341
100,#N/D,2231,3.445,486,44,2.3941,0.80533942925557
100,#N/D,2230,3.385,1527,127,2.2859,0.794640015975742
100,#N/D,2230,3.476,1441,110,2.4632,0.817215890435957
100,#N/D,2230,3.812,818,53,2.3573,0.805588728335038
100,#N/D,2230,4.215,1365,99,2.3864,0.810699714500285
100,#N/D,2230,5.212,1154,125,2.2627,0.811619211236138
100,#N/D,2230,5.387,244,18,2.4158,0.763879466880893
100,#N/D,2230,5.899,1303,111,2.4725,0.800822658344662
100,#N/D,2230,6.261,619,62,2.3011,0.832721568332238
100,#N/D,2230,7.002,277,30,2.3879,0.873177650961521
100,#N/D,2230,7.442,1635,125,2.408,0.776962391672834
100,#N/D,2229,7.879,1478,122,2.3686,0.794880516551796
100,#N/D,2229,9.092,1405,145,2.2625,0.795518864636651
100,#N/D,2229,8.89,769,125,2.0897,0.794677152210155
100,#N/D,2229,9.878,4471,200,2.9807,0.667012980082749
100,#N/D,2228,10.682,10606,350,3.2534,0.63721366486095
100,#N/D,2228,11.397,9428,507,3.1003,0.620687404433053
100,#N/D,2230,4.417,1436,114,2.4931,0.798655087057278
100,#N/D,2230,4.874,1105,76,2.4232,0.780331818000558
100,#N/D,2230,5.246,1289,122,2.2654,0.809577416454643
100,#N/D,2230,5.836,434,39,2.1919,0.779969542570963
100,#N/D,2230,6.208,1459,105,2.5112,0.797984075247065
100,#N/D,2230,6.307,224,20,2.4615,0.87711444511917
100,#N/D,2229,6.753,1761,138,2.4391,0.818209358622822
100,#N/D,2229,7.226,3596,29,51.3714,0.729482630128142
100,#N/D,2229,8.258,1450,120,2.3349,0.788498966115446
100,#N/D,2229,8.948,568,83,1.9791,0.791051331500444
100,#N/D,2233,1.873,9973,650,2.8148,0.733462466264624
100,#N/D,2232,2.34,6141,475,2.5137,0.741704004946403
100,#N/D,2231,3.078,9947,725,2.4775,0.8003124238062
100,#N/D,2227,4.982,1477,93,2.6806,0.715730552042677
100,#N/D,2230,5.66,9256,606,2.7025,0.742789043051589
100,#N/D,2229,6.584,7157,447,2.81,0.739757022587932
100,#N/D,2229,8.376,7606,677,2.621,0.720026818842126
100,#N/D,2229,9.278,5978,512,2.5834,0.699186337310108
100,#N/D,2229,10.259,7546,432,2.9454,0.629913594280974
100,#N/D,2232,2.175,5427,409,2.5289,0.819991935152313
100,#N/D,2229,7.383,6591,438,2.7236,0.713454436196324
100,#N/D,2229,8.594,9879,723,2.7533,0.677124270853161
100,#N/D,2226,12.075,5799,315,2.9954,0.654996009411002
100,#N/D,2230,2.486,4508,321,2.6118,0.797357045542687
100,#N/D,2228,4.011,4964,397,2.425,0.785160831797167
100,#N/D,2228,7.795,8895,659,2.6608,0.723689002184468
100,#N/D,2229,7.479,1429,156,2.4809,0.721172078753694
96,#N/D,2224,8.183,4340,322,2.8127,0.673243345027749
100,#N/D,2228,9.49,10430,867,2.8151,0.625833657766788
100,#N/D,2227,10.867,4859,253,3.1068,0.64837528119704
100,#N/D,2226,11.711,2055,163,2.8984,0.618539315213612
100,#N/D,2231,2.226,8504,843,2.321,0.806469424275207
100,#N/D,2229,2.996,4065,352,2.3322,0.819877202764047
100,#N/D,2225,3.762,7115,792,2.2944,0.763886799085192
100,#N/D,2225,3.565,1860,291,1.9683,0.754513077939
100,#N/D,2226,4.68,2705,339,2.0649,0.757899144101184
100,#N/D,2229,2.722,16,5,1.4545,0.707647589827476
65.22,#N/D,2224,4.183,332,70,1.7474,0.663593493899473
100,#N/D,2222,6.988,3156,783,1.5891,0.751158397830211
100,#N/D,2226,9.533,2274,276,2.3252,0.654100846669665
100,#N/D,2224,8.989,237,30,1.9587,0.788396685470828
93.75,#N/D,2226,10.505,1154,141,2.5588,0.57516724120338
100,#N/D,2225,12.101,2559,121,3.3539,0.606282698025803
100,#N/D,2229,2.663,2664,460,1.6861,0.840470368091274
100,#N/D,2229,3.361,631,351,1.0112,0.814799143960625
100,#N/D,2224,9.239,249,75,1.7055,0.695284356176779
100,#N/D,2237,2.721,4100,677,1.6367,0.852904108423032
100,#N/D,2230,1.535,807,231,1.3938,0.793308158730068
100,#N/D,2228,8.043,2504,388,1.9129,0.803458931761428
100,#N/D,2222,7.727,3125,433,2.0358,0.78452021399727
100,#N/D,2221,8.428,1958,161,2.533,0.741786077582443
100,#N/D,2222,9.39,8210,849,2.3964,0.740457684711234
100,#N/D,2224,9.507,2228,166,2.7885,0.722284865303426
100,#N/D,2224,9.919,2645,235,2.573,0.686319413624817
100,#N/D,2225,10.923,2218,122,3.1152,0.621694938474575
100,#N/D,2225,11.357,5291,287,3.5823,0.487467000083088
100,#N/D,2235,2.018,3060,421,1.6878,0.835607662229014
100,#N/D,2235,1.528,768,191,1.5,0.838717888791356
100,#N/D,2235,2.166,1327,324,1.5835,0.749941992059712
100,#N/D,2255,5.27,1165,224,1.7678,0.733588370013044
100,#N/D,2225,10.284,3446,250,2.6985,0.691693711225335
100,#N/D,2226,11.084,2365,150,2.8806,0.608716619579772
100,#N/D,2243,2.722,1432,289,1.7421,0.76885380060102
100,#N/D,2267,4.469,3040,392,2.0527,0.730899044535194
100,#N/D,2285,8.168,2936,392,2.0503,0.790554551829983
100,#N/D,2227,9.594,5041,622,2.1946,0.74636348401868
100,#N/D,2223,11.389,6373,466,2.5833,0.792463333143812
100,#N/D,2226,11.398,4347,236,2.8356,0.747900217016887
100,#N/D,2228,11.345,2026,150,2.6693,0.728573534736981
100,#N/D,2228,11.431,5036,262,2.9468,0.729597566484526
100,#N/D,2228,12.308,6023,409,2.7794,0.74903507264362
100,#N/D,2245,1.57,2303,368,1.9567,0.74865199819515
100,#N/D,2268,4.659,1253,150,1.9984,0.784602764136066
100,#N/D,2273,7.165,2127,220,2.3633,0.760769786858
100,#N/D,2235,9.003,5904,526,2.2338,0.806785122621254
100,#N/D,2222,10.358,6762,752,2.2502,0.763535653433213
100,#N/D,2222,10.634,8632,626,2.5388,0.740810621281802
100,#N/D,2225,11.498,7359,446,2.8337,0.709189328500973
100,#N/D,2228,12.045,4504,281,2.7581,0.747473145894515
100,#N/D,2230,12.188,2733,167,2.9707,0.706866071092426
100,#N/D,2236,0.92,2599,272,2.0809,0.802865274818839
100,#N/D,2235,1.629,2617,311,2.0542,0.783261635468092
100,#N/D,2236,2.744,1678,300,1.8939,0.735274542636969
100,#N/D,2253,3.979,2212,258,1.8604,0.841507296179391
100,#N/D,2249,6.541,2636,297,2.0707,0.78323514479101
100,#N/D,2223,8.167,738,62,2.6934,0.735903433557881
100,#N/D,2223,9.95,9044,654,2.6845,0.737311894761121
100,#N/D,2224,11.5,6183,427,2.7226,0.706385437677421
100,#N/D,2224,12.128,5598,277,2.965,0.723442580980238
100,#N/D,2226,12.701,3811,205,2.7838,0.713208949203088
100,#N/D,2225,11.936,1894,149,2.4954,0.791262670460592
100,#N/D,2226,12.266,1483,103,2.653,0.771407755007804
100,#N/D,2226,12.52,5307,195,3.2983,0.744077225806626
100,#N/D,2234,0.623,2177,184,2.1054,0.813639371963182
100,#N/D,2232,1.439,2916,338,2.0843,0.814624368743282
100,#N/D,2232,1.931,1488,213,1.9476,0.818441663451252
100,#N/D,2232,1.812,1855,276,1.9526,0.795041694605401
100,#N/D,2231,3.18,4138,473,1.9799,0.834340264528671
100,#N/D,2235,4.132,3176,320,2.0411,0.785838705873621
100,#N/D,2239,4.883,1830,175,2.2155,0.814258752843054
100,#N/D,2239,5.372,3332,316,2.3027,0.76982949348442
100,#N/D,2235,5.744,630,40,2.1502,0.799090588068911
100,#N/D,2224,9.987,5230,480,2.6834,0.708872945645463
100,#N/D,2224,12.028,2388,180,2.6127,0.729280154977807
100,#N/D,2237,0.455,2084,204,2.2289,0.816644597545531
100,#N/D,2233,1.289,1472,157,2.1807,0.813776508378958
100,#N/D,2231,1.972,1102,214,1.6111,0.836344408583892
100,#N/D,2231,2.343,1683,190,2.0881,0.811781808335423
100,#N/D,2231,3.018,3076,327,2.1909,0.789080318331064
100,#N/D,2230,3.863,2546,273,2.0532,0.78917575036875
100,#N/D,2230,5.714,2583,283,2.2383,0.801286845988166
100,#N/D,2226,10.251,5041,414,2.69,0.700943166238718
100,#N/D,2225,11.02,5556,368,2.5095,0.790361848698975
100,#N/D,2225,11.333,2904,198,2.5099,0.792259559100403
100,#N/D,2225,11.816,3656,229,2.7634,0.77828355210505
100,#N/D,2225,11.989,3512,166,2.8977,0.78877915399474
100,#N/D,2222,9.608,3036,256,2.5816,0.760070648383866
100,#N/D,2222,9.96,2952,284,2.3922,0.770769740709484
100,#N/D,2244,0.014,0,0,0,0
94.9,#N/D,2244,0,2089,91,3.4134,0.717787153483509
9.52,#N/D,2253,0,0,0,0,0
95.12,#N/D,2244,0,7302,489,2.915,0.74091613409018
100,#N/D,2235,0.209,4764,604,2.4158,0.729749889968453
100,#N/D,2234,0.711,4099,414,2.3106,0.852635850527306
100,#N/D,2234,0.918,1718,103,2.8826,0.809889717223954
100,#N/D,2232,1.274,131,23,1.8986,0.919515028642176
75,#N/D,2262,0,6619,777,2.1666,0.830552686031223
92.86,#N/D,2260,0,5774,365,3.0795,0.740959148265578
100,#N/D,2259,0,4736,237,2.938,0.73807918998411
100,#N/D,2254,0,4873,238,2.9426,0.748396951478241
100,#N/D,2246,0,4839,662,2.7034,0.79052467036204
100,#N/D,2247,0,5683,520,2.6045,0.768124214397879
100,#N/D,2240,0.042,3405,514,2.2565,0.769567882690572
100,#N/D,2237,0.197,4618,319,2.757,0.776049707152184
100,#N/D,2236,0.382,7181,568,2.4652,0.807883066455361
100,#N/D,2234,0.657,8376,634,2.5623,0.833207074726643
100,#N/D,2233,0.79,62,0,62,0
100,#N/D,2233,1.183,1353,143,2.2932,0.834588501142023
100,#N/D,2232,1.977,7871,703,2.558,0.766180486065164
80,#N/D,2278,0,0,0,0,0
17.39,#N/D,2268,0,38,1,4.75,0.92002583062619
100,#N/D,2262,0,9544,792,2.9213,0.735300302929455
100,#N/D,2254,0,8420,383,3.0342,0.741612750514074
100,#N/D,2242,0.126,8389,474,2.8486,0.765196100711569
100,#N/D,2234,0.958,6486,502,2.487,0.794261671337496
100,#N/D,2233,1.193,9024,914,2.318,0.834840781608943
100,#N/D,2284,0,0,0,0,0
100,#N/D,2280,0,1953,143,2.2762,0.874644513402512
100,#N/D,2280,0,2080,171,2.2486,0.868351740683785
100,#N/D,2277,0,984,75,2.2884,0.871933431270246
100,#N/D,2272,0,1027,87,2.5172,0.805228825832116
100,#N/D,2267,0,3276,167,3.2468,0.667349491307338
100,#N/D,2260,0,5503,250,3.1518,0.678513288442283
100,#N/D,2263,0,4590,261,3.0702,0.679554895591854
100,#N/D,2239,0.314,10936,802,2.6044,0.76786625824636
100,#N/D,2280,0,1635,101,2.5587,0.905949385350556
100,#N/D,2278,0,2552,186,2.1627,0.862583678954194
100,#N/D,2276,0,1716,113,2.3767,0.856159095794952
100,#N/D,2268,0,3252,450,1.8863,0.920699182766262
100,#N/D,2265,0,3396,286,2.4716,0.786410285493405
100,#N/D,2259,0.169,3524,307,2.736,0.727449995154857
100,#N/D,2245,0.401,3347,470,1.819,0.922437255089078
100,#N/D,2240,1.008,4421,655,2.1629,0.811227242244315
100,#N/D,2235,1.547,8866,651,2.7155,0.720449377751213
100,#N/D,2234,1.863,4828,366,2.6339,0.742853881281409
100,#N/D,2288,0,495,13,3.6131,0.936562257224625
100,#N/D,2291,0.012,0,0,0,0
100,#N/D,2282,0,9,0,1.8,0.89511126583337
100,#N/D,2278,0,2105,193,2.2562,0.874287139574329
100,#N/D,2265,0,188,0,188,0
100,#N/D,2256,0.152,1924,319,1.7225,0.881771556062589
100,#N/D,2246,0.957,101,121,0.5941,0.925989371143968
100,#N/D,2237,1.171,696,88,2.135,0.838171074726384
100,#N/D,2236,1.982,2360,455,1.8553,0.844467639658074
